customer_id,age,age_group,job,marital,education,default,housing,loan,has_unknown_value
34887,30,26-35,admin.,single,university.degree,no,yes,yes,False
34888,54,46-55,management,married,university.degree,no,yes,yes,False
34889,39,36-45,technician,single,high.school,no,yes,no,False
34890,54,46-55,management,married,university.degree,no,yes,no,False
34891,31,26-35,blue-collar,single,basic.4y,unknown,yes,no,True
34892,42,36-45,services,married,high.school,no,no,no,False
34893,29,26-35,blue-collar,single,basic.9y,no,yes,no,False
34894,35,26-35,blue-collar,divorced,basic.9y,no,no,no,False
34895,30,26-35,management,married,university.degree,no,no,no,False
34896,34,26-35,blue-collar,married,basic.4y,unknown,no,no,True
34897,22,18-25,technician,single,university.degree,no,no,no,False
34898,27,26-35,technician,single,unknown,no,no,no,True
34899,36,36-45,blue-collar,single,basic.9y,no,yes,no,False
34900,24,18-25,blue-collar,single,basic.9y,no,yes,no,False
34901,29,26-35,blue-collar,divorced,high.school,no,yes,no,False
34902,32,26-35,services,single,high.school,no,no,no,False
34903,42,36-45,admin.,married,high.school,no,yes,no,False
34904,45,36-45,admin.,married,university.degree,no,yes,no,False
34905,30,26-35,admin.,single,university.degree,no,no,no,False
34906,43,36-45,entrepreneur,married,professional.course,no,yes,no,False
34907,45,36-45,admin.,married,university.degree,no,yes,yes,False
34908,45,36-45,admin.,married,university.degree,no,yes,no,False
34909,29,26-35,blue-collar,divorced,high.school,no,no,no,False
34910,39,36-45,technician,divorced,high.school,no,yes,no,False
34911,39,36-45,technician,divorced,professional.course,no,yes,no,False
34912,27,26-35,blue-collar,single,basic.6y,no,no,yes,False
34913,27,26-35,admin.,married,high.school,no,no,no,False
34914,30,26-35,blue-collar,single,basic.9y,no,yes,no,False
34915,56,55+,management,married,university.degree,unknown,yes,yes,True
34916,44,36-45,blue-collar,married,high.school,no,yes,no,False
34917,41,36-45,blue-collar,married,basic.4y,no,yes,no,False
34918,46,46-55,services,married,high.school,unknown,yes,no,True
34919,41,36-45,entrepreneur,divorced,unknown,no,no,no,True
34920,34,26-35,services,married,high.school,no,yes,no,False
34921,41,36-45,entrepreneur,divorced,unknown,no,no,no,True
34922,39,36-45,blue-collar,married,basic.6y,unknown,no,no,True
34923,28,26-35,blue-collar,single,basic.6y,no,yes,yes,False
34924,29,26-35,blue-collar,divorced,high.school,no,yes,no,False
34925,41,36-45,entrepreneur,divorced,unknown,no,yes,no,True
34926,55,46-55,services,married,high.school,no,no,no,False
34927,30,26-35,retired,single,basic.9y,no,no,no,False
34928,29,26-35,blue-collar,divorced,unknown,unknown,no,no,True
34929,34,26-35,blue-collar,married,basic.9y,no,no,no,False
34930,45,36-45,services,married,high.school,unknown,yes,no,True
34931,24,18-25,blue-collar,single,basic.9y,no,no,no,False
34932,41,36-45,blue-collar,married,basic.6y,no,yes,no,False
34933,51,46-55,technician,married,professional.course,no,yes,no,False
34934,50,46-55,blue-collar,married,basic.4y,no,no,no,False
34935,43,36-45,blue-collar,married,high.school,no,yes,no,False
34936,25,18-25,blue-collar,single,basic.9y,no,no,no,False
34937,52,46-55,self-employed,divorced,university.degree,no,yes,no,False
34938,33,26-35,admin.,married,high.school,no,yes,no,False
34939,34,26-35,admin.,married,university.degree,no,no,no,False
34940,53,46-55,blue-collar,divorced,basic.4y,no,yes,no,False
34941,41,36-45,blue-collar,single,basic.9y,no,no,no,False
34942,56,55+,services,married,high.school,unknown,yes,no,True
34943,56,55+,services,married,high.school,unknown,no,no,True
34944,42,36-45,self-employed,married,professional.course,unknown,yes,no,True
34945,42,36-45,self-employed,married,professional.course,unknown,no,no,True
34946,34,26-35,technician,divorced,professional.course,no,no,no,False
34947,34,26-35,admin.,married,university.degree,no,yes,no,False
34948,56,55+,services,married,high.school,unknown,no,no,True
34949,34,26-35,technician,divorced,professional.course,no,yes,no,False
34950,25,18-25,technician,single,basic.9y,no,yes,no,False
34951,56,55+,services,married,high.school,unknown,yes,no,True
34952,39,36-45,technician,divorced,university.degree,no,no,no,False
34953,59,55+,admin.,divorced,university.degree,no,no,no,False
34954,33,26-35,admin.,married,university.degree,no,yes,no,False
34955,35,26-35,blue-collar,married,basic.4y,no,no,no,False
34956,43,36-45,services,married,basic.6y,no,yes,no,False
34957,25,18-25,blue-collar,single,basic.4y,no,yes,no,False
34958,56,55+,blue-collar,married,basic.9y,unknown,yes,no,True
34959,34,26-35,technician,divorced,professional.course,no,yes,no,False
34960,35,26-35,services,single,high.school,no,unknown,unknown,True
34961,42,36-45,self-employed,married,professional.course,unknown,unknown,unknown,True
34962,40,36-45,entrepreneur,married,high.school,no,no,no,False
34963,39,36-45,blue-collar,married,basic.9y,no,yes,no,False
34964,30,26-35,technician,single,professional.course,no,yes,no,False
34965,46,46-55,services,divorced,basic.4y,no,no,no,False
34966,55,46-55,admin.,married,high.school,unknown,yes,no,True
34967,59,55+,admin.,divorced,university.degree,no,yes,no,False
34968,36,36-45,technician,married,professional.course,no,yes,no,False
34969,29,26-35,admin.,single,university.degree,unknown,yes,no,True
34970,27,26-35,technician,single,professional.course,no,yes,no,False
34971,39,36-45,blue-collar,married,basic.9y,no,yes,no,False
34972,53,46-55,services,married,basic.6y,no,no,no,False
34973,53,46-55,services,married,basic.6y,no,yes,no,False
34974,46,46-55,admin.,married,high.school,no,yes,no,False
34975,37,36-45,unemployed,married,university.degree,no,unknown,unknown,True
34976,33,26-35,blue-collar,single,basic.4y,no,yes,no,False
34977,27,26-35,blue-collar,married,basic.9y,no,no,yes,False
34978,44,36-45,management,married,university.degree,no,yes,no,False
34979,55,46-55,blue-collar,married,professional.course,no,yes,no,False
34980,29,26-35,blue-collar,married,basic.6y,no,unknown,unknown,True
34981,26,26-35,technician,married,professional.course,no,yes,no,False
34982,28,26-35,technician,single,professional.course,no,yes,no,False
34983,32,26-35,admin.,single,university.degree,no,no,no,False
34984,38,36-45,blue-collar,married,basic.4y,unknown,yes,no,True
34985,35,26-35,management,single,university.degree,no,yes,no,False
34986,30,26-35,services,single,high.school,no,yes,no,False
34987,37,36-45,admin.,single,high.school,no,yes,no,False
34988,52,46-55,blue-collar,married,basic.9y,no,yes,no,False
34989,30,26-35,services,single,high.school,no,yes,no,False
34990,47,46-55,blue-collar,married,high.school,no,yes,no,False
34991,47,46-55,blue-collar,married,high.school,no,yes,no,False
34992,39,36-45,admin.,divorced,high.school,no,no,yes,False
34993,44,36-45,self-employed,married,university.degree,no,yes,no,False
34994,45,36-45,blue-collar,single,high.school,no,yes,no,False
34995,54,46-55,services,single,basic.6y,unknown,yes,no,True
34996,43,36-45,blue-collar,divorced,basic.9y,no,unknown,unknown,True
34997,34,26-35,housemaid,married,high.school,unknown,yes,no,True
34998,50,46-55,services,married,high.school,no,yes,yes,False
34999,58,55+,admin.,married,basic.4y,unknown,no,no,True
35000,45,36-45,blue-collar,single,high.school,no,no,no,False
35001,31,26-35,blue-collar,married,university.degree,no,yes,no,False
35002,25,18-25,blue-collar,single,basic.9y,no,yes,no,False
35003,55,46-55,management,married,basic.6y,unknown,no,yes,True
35004,39,36-45,self-employed,married,basic.9y,no,yes,no,False
35005,55,46-55,management,married,basic.6y,unknown,yes,no,True
35006,51,46-55,admin.,married,high.school,no,no,yes,False
35007,50,46-55,services,married,high.school,no,no,no,False
35008,30,26-35,entrepreneur,married,high.school,no,yes,yes,False
35009,35,26-35,blue-collar,single,basic.4y,no,no,no,False
35010,26,26-35,self-employed,single,university.degree,no,no,no,False
35011,32,26-35,blue-collar,single,basic.6y,unknown,yes,no,True
35012,37,36-45,admin.,married,high.school,no,no,no,False
35013,23,18-25,blue-collar,single,basic.4y,no,yes,yes,False
35014,31,26-35,blue-collar,married,basic.9y,no,no,no,False
35015,54,46-55,services,single,basic.6y,unknown,no,no,True
35016,51,46-55,admin.,married,high.school,no,yes,no,False
35017,33,26-35,technician,divorced,high.school,no,unknown,unknown,True
35018,50,46-55,admin.,married,professional.course,unknown,yes,yes,True
35019,32,26-35,admin.,divorced,high.school,no,no,no,False
35020,35,26-35,admin.,single,high.school,no,yes,no,False
35021,37,36-45,blue-collar,single,basic.6y,no,yes,no,False
35022,33,26-35,services,divorced,high.school,no,yes,no,False
35023,29,26-35,unemployed,married,university.degree,no,yes,yes,False
35024,28,26-35,self-employed,single,university.degree,no,no,no,False
35025,32,26-35,technician,single,university.degree,no,no,no,False
35026,32,26-35,admin.,single,university.degree,no,yes,no,False
35027,32,26-35,entrepreneur,married,university.degree,no,unknown,unknown,True
35028,30,26-35,blue-collar,single,basic.9y,no,no,no,False
35029,44,36-45,management,married,university.degree,no,no,no,False
35030,31,26-35,services,single,professional.course,no,yes,no,False
35031,30,26-35,management,single,university.degree,no,yes,no,False
35032,39,36-45,admin.,married,university.degree,no,yes,no,False
35033,55,46-55,housemaid,married,high.school,unknown,yes,no,True
35034,28,26-35,services,single,basic.9y,unknown,yes,no,True
35035,24,18-25,services,single,high.school,no,yes,no,False
35036,39,36-45,admin.,married,university.degree,no,no,no,False
35037,29,26-35,admin.,single,high.school,no,no,yes,False
35038,39,36-45,admin.,married,university.degree,no,no,no,False
35039,53,46-55,admin.,divorced,basic.9y,no,no,yes,False
35040,23,18-25,blue-collar,single,basic.4y,no,yes,no,False
35041,44,36-45,admin.,married,basic.9y,no,yes,no,False
35042,38,36-45,services,divorced,high.school,no,yes,no,False
35043,31,26-35,blue-collar,single,high.school,no,no,no,False
35044,48,46-55,blue-collar,married,basic.9y,no,yes,no,False
35045,48,46-55,blue-collar,married,basic.9y,no,no,yes,False
35046,36,36-45,admin.,married,university.degree,no,no,no,False
35047,48,46-55,admin.,married,high.school,no,no,no,False
35048,48,46-55,blue-collar,married,basic.9y,no,no,no,False
35049,48,46-55,blue-collar,married,basic.9y,no,no,no,False
35050,59,55+,retired,divorced,basic.4y,no,no,no,False
35051,59,55+,retired,divorced,basic.4y,no,yes,no,False
35052,58,55+,management,married,university.degree,no,yes,yes,False
35053,26,26-35,technician,single,university.degree,no,yes,yes,False
35054,35,26-35,blue-collar,single,basic.9y,no,yes,no,False
35055,39,36-45,technician,married,unknown,no,yes,yes,True
35056,39,36-45,technician,married,unknown,no,yes,yes,True
35057,37,36-45,services,married,high.school,no,yes,no,False
35058,53,46-55,services,married,university.degree,no,no,yes,False
35059,34,26-35,blue-collar,married,basic.4y,unknown,yes,no,True
35060,25,18-25,blue-collar,single,basic.6y,unknown,yes,no,True
35061,41,36-45,blue-collar,married,high.school,no,yes,no,False
35062,24,18-25,technician,single,basic.9y,no,yes,no,False
35063,33,26-35,blue-collar,married,basic.9y,unknown,yes,no,True
35064,32,26-35,blue-collar,single,basic.6y,unknown,no,no,True
35065,57,55+,management,married,basic.4y,unknown,yes,no,True
35066,37,36-45,blue-collar,married,basic.4y,no,yes,no,False
35067,31,26-35,technician,single,unknown,no,no,yes,True
35068,34,26-35,blue-collar,single,high.school,no,no,no,False
35069,33,26-35,admin.,single,high.school,no,no,no,False
35070,53,46-55,services,married,university.degree,no,no,no,False
35071,37,36-45,admin.,married,high.school,no,yes,no,False
35072,41,36-45,entrepreneur,divorced,unknown,no,no,no,True
35073,29,26-35,admin.,single,high.school,no,yes,no,False
35074,33,26-35,services,married,high.school,no,yes,no,False
35075,30,26-35,technician,married,basic.9y,no,yes,no,False
35076,47,46-55,services,married,high.school,no,yes,no,False
35077,53,46-55,admin.,married,high.school,no,yes,no,False
35078,41,36-45,blue-collar,married,basic.9y,unknown,yes,no,True
35079,33,26-35,services,married,high.school,no,unknown,unknown,True
35080,31,26-35,technician,married,professional.course,no,no,no,False
35081,41,36-45,management,married,university.degree,no,yes,no,False
35082,36,36-45,management,divorced,university.degree,no,unknown,unknown,True
35083,53,46-55,admin.,married,high.school,no,yes,no,False
35084,24,18-25,services,single,high.school,no,no,no,False
35085,34,26-35,services,divorced,high.school,no,yes,no,False
35086,34,26-35,services,divorced,high.school,no,no,no,False
35087,29,26-35,services,single,basic.9y,no,yes,no,False
35088,33,26-35,blue-collar,married,professional.course,no,yes,no,False
35089,53,46-55,admin.,married,high.school,no,no,no,False
35090,26,26-35,services,married,high.school,no,no,yes,False
35091,54,46-55,blue-collar,married,basic.4y,unknown,no,no,True
35092,27,26-35,services,single,high.school,no,no,no,False
35093,38,36-45,services,divorced,high.school,no,no,no,False
35094,37,36-45,unemployed,married,university.degree,no,yes,no,False
35095,36,36-45,management,married,university.degree,no,no,no,False
35096,32,26-35,blue-collar,married,basic.4y,no,no,no,False
35097,32,26-35,technician,single,university.degree,no,yes,yes,False
35098,36,36-45,entrepreneur,married,basic.9y,no,yes,no,False
35099,32,26-35,admin.,single,university.degree,no,yes,no,False
35100,30,26-35,unemployed,single,high.school,no,no,no,False
35101,23,18-25,technician,single,professional.course,no,unknown,unknown,True
35102,36,36-45,management,married,university.degree,no,no,no,False
35103,32,26-35,admin.,single,high.school,no,no,no,False
35104,49,46-55,entrepreneur,divorced,basic.9y,no,no,no,False
35105,31,26-35,admin.,single,university.degree,no,yes,yes,False
35106,30,26-35,technician,single,professional.course,no,no,no,False
35107,54,46-55,blue-collar,married,basic.4y,no,yes,yes,False
35108,43,36-45,management,married,university.degree,no,yes,no,False
35109,44,36-45,entrepreneur,single,university.degree,no,yes,no,False
35110,38,36-45,services,married,basic.6y,unknown,yes,no,True
35111,54,46-55,retired,divorced,university.degree,no,yes,no,False
35112,48,46-55,services,married,basic.9y,unknown,no,no,True
35113,33,26-35,blue-collar,married,basic.9y,unknown,yes,no,True
35114,54,46-55,retired,divorced,university.degree,no,yes,yes,False
35115,37,36-45,services,married,high.school,no,yes,no,False
35116,30,26-35,services,single,high.school,no,yes,no,False
35117,29,26-35,technician,single,university.degree,no,yes,yes,False
35118,45,36-45,retired,married,basic.6y,unknown,no,yes,True
35119,34,26-35,admin.,single,high.school,no,yes,no,False
35120,37,36-45,blue-collar,married,basic.6y,no,no,no,False
35121,34,26-35,services,divorced,high.school,no,yes,yes,False
35122,30,26-35,blue-collar,single,basic.9y,no,yes,no,False
35123,32,26-35,services,single,unknown,no,yes,no,True
35124,27,26-35,services,single,high.school,no,no,no,False
35125,35,26-35,admin.,married,high.school,unknown,yes,no,True
35126,39,36-45,blue-collar,divorced,high.school,unknown,no,yes,True
35127,37,36-45,technician,single,professional.course,no,no,yes,False
35128,36,36-45,technician,divorced,professional.course,no,unknown,unknown,True
35129,34,26-35,admin.,married,university.degree,no,no,no,False
35130,39,36-45,admin.,married,university.degree,no,yes,no,False
35131,42,36-45,services,married,basic.9y,no,yes,no,False
35132,45,36-45,self-employed,divorced,university.degree,no,yes,no,False
35133,45,36-45,self-employed,divorced,university.degree,no,no,yes,False
35134,35,26-35,admin.,married,high.school,unknown,no,no,True
35135,42,36-45,management,married,university.degree,no,yes,no,False
35136,53,46-55,technician,divorced,professional.course,no,yes,no,False
35137,23,18-25,admin.,single,professional.course,no,no,no,False
35138,53,46-55,technician,divorced,professional.course,no,yes,no,False
35139,22,18-25,services,married,high.school,no,yes,no,False
35140,27,26-35,blue-collar,married,unknown,unknown,yes,no,True
35141,40,36-45,management,divorced,university.degree,no,no,no,False
35142,32,26-35,admin.,single,professional.course,no,no,yes,False
35143,25,18-25,blue-collar,single,basic.9y,no,no,no,False
35144,28,26-35,admin.,single,university.degree,no,yes,no,False
35145,31,26-35,admin.,single,high.school,no,no,no,False
35146,36,36-45,technician,married,high.school,no,yes,yes,False
35147,49,46-55,self-employed,married,high.school,no,no,no,False
35148,39,36-45,technician,divorced,high.school,no,yes,no,False
35149,35,26-35,blue-collar,married,basic.6y,no,yes,no,False
35150,27,26-35,services,single,high.school,unknown,no,no,True
35151,39,36-45,management,married,university.degree,no,yes,no,False
35152,36,36-45,services,divorced,university.degree,no,no,no,False
35153,58,55+,blue-collar,married,basic.9y,no,yes,no,False
35154,25,18-25,blue-collar,single,basic.6y,no,yes,no,False
35155,32,26-35,technician,single,professional.course,no,no,no,False
35156,47,46-55,services,divorced,high.school,no,yes,no,False
35157,37,36-45,services,married,high.school,no,no,no,False
35158,35,26-35,blue-collar,married,basic.6y,no,yes,no,False
35159,54,46-55,management,married,university.degree,no,no,no,False
35160,41,36-45,services,married,basic.6y,no,yes,no,False
35161,51,46-55,blue-collar,married,basic.9y,unknown,yes,no,True
35162,44,36-45,management,married,university.degree,no,no,no,False
35163,26,26-35,blue-collar,single,basic.4y,no,yes,no,False
35164,31,26-35,unemployed,married,basic.9y,no,yes,no,False
35165,37,36-45,services,married,basic.6y,unknown,yes,no,True
35166,57,55+,blue-collar,married,basic.9y,no,no,no,False
35167,27,26-35,blue-collar,married,basic.9y,no,yes,yes,False
35168,51,46-55,blue-collar,married,basic.9y,unknown,yes,no,True
35169,43,36-45,admin.,married,high.school,no,yes,no,False
35170,54,46-55,blue-collar,married,basic.4y,no,no,yes,False
35171,44,36-45,blue-collar,married,basic.4y,no,no,no,False
35172,29,26-35,unemployed,married,university.degree,no,yes,no,False
35173,51,46-55,blue-collar,married,basic.9y,unknown,no,no,True
35174,48,46-55,admin.,married,high.school,unknown,yes,no,True
35175,30,26-35,blue-collar,single,high.school,no,yes,yes,False
35176,58,55+,admin.,married,basic.4y,unknown,no,yes,True
35177,21,18-25,student,single,high.school,no,no,no,False
35178,51,46-55,blue-collar,married,basic.9y,unknown,no,no,True
35179,31,26-35,admin.,single,university.degree,no,no,no,False
35180,39,36-45,admin.,married,university.degree,no,yes,no,False
35181,32,26-35,blue-collar,married,professional.course,no,yes,no,False
35182,33,26-35,services,married,high.school,no,yes,no,False
35183,54,46-55,entrepreneur,married,high.school,no,yes,no,False
35184,60,55+,admin.,divorced,high.school,unknown,yes,no,True
35185,60,55+,admin.,divorced,high.school,unknown,yes,no,True
35186,20,18-25,blue-collar,single,basic.9y,unknown,yes,no,True
35187,52,46-55,admin.,married,university.degree,no,yes,no,False
35188,60,55+,admin.,divorced,high.school,unknown,yes,no,True
35189,41,36-45,management,married,university.degree,no,yes,no,False
35190,27,26-35,technician,divorced,unknown,unknown,no,no,True
35191,33,26-35,services,single,university.degree,no,no,no,False
35192,42,36-45,services,married,basic.9y,no,no,no,False
35193,27,26-35,blue-collar,single,basic.9y,no,no,no,False
35194,29,26-35,admin.,married,basic.6y,no,no,no,False
35195,26,26-35,technician,single,professional.course,no,yes,no,False
35196,29,26-35,admin.,single,high.school,no,no,no,False
35197,33,26-35,retired,married,high.school,no,yes,no,False
35198,30,26-35,management,married,university.degree,no,no,no,False
35199,42,36-45,admin.,married,basic.9y,unknown,yes,no,True
35200,37,36-45,admin.,single,high.school,no,no,no,False
35201,24,18-25,blue-collar,single,high.school,no,yes,no,False
35202,25,18-25,blue-collar,married,basic.4y,no,no,no,False
35203,39,36-45,blue-collar,married,basic.6y,unknown,no,no,True
35204,34,26-35,blue-collar,married,professional.course,no,yes,no,False
35205,24,18-25,services,married,high.school,unknown,yes,no,True
35206,37,36-45,admin.,single,high.school,no,no,no,False
35207,37,36-45,admin.,divorced,high.school,no,yes,yes,False
35208,32,26-35,blue-collar,married,professional.course,no,yes,no,False
35209,29,26-35,blue-collar,single,basic.9y,no,yes,no,False
35210,25,18-25,blue-collar,single,basic.4y,no,no,yes,False
35211,32,26-35,technician,single,university.degree,no,no,yes,False
35212,44,36-45,blue-collar,married,basic.6y,no,no,no,False
35213,29,26-35,blue-collar,single,basic.4y,no,yes,no,False
35214,28,26-35,blue-collar,single,basic.9y,unknown,yes,no,True
35215,34,26-35,services,married,high.school,no,yes,no,False
35216,44,36-45,blue-collar,married,high.school,no,yes,no,False
35217,48,46-55,blue-collar,married,basic.9y,no,yes,no,False
35218,59,55+,technician,married,unknown,unknown,no,no,True
35219,58,55+,management,married,university.degree,no,yes,no,False
35220,26,26-35,technician,married,unknown,no,no,no,True
35221,53,46-55,blue-collar,married,professional.course,no,yes,no,False
35222,45,36-45,entrepreneur,divorced,university.degree,no,unknown,unknown,True
35223,46,46-55,blue-collar,married,basic.4y,unknown,yes,no,True
35224,21,18-25,student,single,high.school,unknown,no,no,True
35225,28,26-35,self-employed,married,basic.9y,no,yes,no,False
35226,24,18-25,technician,single,university.degree,no,yes,no,False
35227,58,55+,services,married,basic.6y,no,yes,no,False
35228,30,26-35,services,single,high.school,no,yes,no,False
35229,23,18-25,blue-collar,married,high.school,no,yes,no,False
35230,32,26-35,blue-collar,married,unknown,no,no,no,True
35231,31,26-35,unemployed,single,high.school,no,no,no,False
35232,41,36-45,admin.,married,high.school,unknown,no,no,True
35233,29,26-35,admin.,single,basic.6y,no,yes,no,False
35234,31,26-35,services,single,high.school,no,yes,no,False
35235,35,26-35,management,single,university.degree,no,no,no,False
35236,29,26-35,blue-collar,single,basic.9y,no,no,no,False
35237,31,26-35,blue-collar,married,basic.9y,no,yes,no,False
35238,30,26-35,blue-collar,married,professional.course,no,no,no,False
35239,35,26-35,blue-collar,married,basic.6y,no,no,no,False
35240,41,36-45,blue-collar,married,high.school,no,yes,no,False
35241,24,18-25,technician,single,professional.course,no,no,no,False
35242,41,36-45,blue-collar,divorced,basic.4y,no,no,no,False
35243,29,26-35,blue-collar,divorced,high.school,no,no,no,False
35244,30,26-35,services,single,high.school,no,no,no,False
35245,26,26-35,services,married,high.school,no,yes,no,False
35246,34,26-35,services,married,high.school,no,yes,no,False
35247,30,26-35,services,married,high.school,no,no,no,False
35248,49,46-55,management,married,university.degree,no,no,no,False
35249,32,26-35,technician,single,professional.course,no,yes,no,False
35250,26,26-35,blue-collar,single,basic.9y,no,yes,yes,False
35251,31,26-35,admin.,single,basic.9y,no,no,no,False
35252,24,18-25,technician,single,professional.course,no,no,yes,False
35253,32,26-35,technician,single,university.degree,unknown,yes,no,True
35254,55,46-55,blue-collar,married,professional.course,no,yes,yes,False
35255,28,26-35,blue-collar,single,basic.6y,no,yes,yes,False
35256,23,18-25,services,single,high.school,no,yes,no,False
35257,26,26-35,blue-collar,married,basic.9y,unknown,yes,no,True
35258,49,46-55,entrepreneur,divorced,basic.9y,no,yes,no,False
35259,46,46-55,admin.,married,high.school,no,yes,yes,False
35260,41,36-45,blue-collar,married,basic.4y,no,yes,no,False
35261,30,26-35,services,single,high.school,no,yes,yes,False
35262,34,26-35,technician,single,professional.course,no,yes,no,False
35263,32,26-35,admin.,single,high.school,no,no,yes,False
35264,27,26-35,admin.,married,basic.6y,no,no,no,False
35265,56,55+,entrepreneur,married,university.degree,no,yes,yes,False
35266,54,46-55,retired,divorced,university.degree,no,yes,no,False
35267,30,26-35,technician,single,high.school,no,yes,yes,False
35268,31,26-35,self-employed,divorced,basic.9y,no,yes,no,False
35269,23,18-25,blue-collar,single,professional.course,no,yes,yes,False
35270,32,26-35,technician,married,professional.course,no,yes,yes,False
35271,37,36-45,services,divorced,basic.4y,no,no,no,False
35272,39,36-45,admin.,married,university.degree,no,no,no,False
35273,32,26-35,technician,single,professional.course,no,yes,no,False
35274,29,26-35,admin.,single,high.school,no,unknown,unknown,True
35275,39,36-45,admin.,married,university.degree,no,yes,no,False
35276,44,36-45,admin.,married,high.school,no,no,no,False
35277,32,26-35,blue-collar,married,basic.9y,no,no,no,False
35278,33,26-35,blue-collar,married,basic.9y,unknown,no,no,True
35279,25,18-25,services,single,high.school,no,no,no,False
35280,28,26-35,self-employed,married,basic.9y,no,yes,no,False
35281,36,36-45,management,married,university.degree,no,yes,yes,False
35282,23,18-25,admin.,single,high.school,no,no,no,False
35283,60,55+,retired,divorced,high.school,unknown,no,no,True
35284,34,26-35,blue-collar,married,professional.course,no,yes,yes,False
35285,32,26-35,self-employed,single,high.school,no,yes,yes,False
35286,34,26-35,admin.,single,university.degree,no,yes,no,False
35287,27,26-35,technician,single,professional.course,no,no,no,False
35288,42,36-45,management,married,university.degree,no,no,no,False
35289,27,26-35,admin.,single,basic.6y,no,yes,no,False
35290,34,26-35,admin.,single,high.school,no,no,yes,False
35291,20,18-25,technician,single,professional.course,unknown,no,no,True
35292,34,26-35,admin.,married,high.school,no,yes,no,False
35293,34,26-35,blue-collar,divorced,basic.9y,no,yes,no,False
35294,49,46-55,self-employed,married,high.school,no,no,no,False
35295,39,36-45,technician,single,high.school,no,no,no,False
35296,26,26-35,blue-collar,married,basic.9y,no,no,no,False
35297,51,46-55,blue-collar,single,illiterate,unknown,yes,no,True
35298,29,26-35,admin.,single,university.degree,no,yes,no,False
35299,29,26-35,technician,single,university.degree,no,yes,yes,False
35300,31,26-35,admin.,single,basic.9y,no,yes,yes,False
35301,43,36-45,entrepreneur,married,professional.course,no,no,no,False
35302,26,26-35,blue-collar,single,basic.9y,no,no,no,False
35303,29,26-35,admin.,single,university.degree,unknown,yes,no,True
35304,30,26-35,admin.,single,university.degree,no,no,no,False
35305,37,36-45,services,divorced,basic.4y,no,no,no,False
35306,28,26-35,blue-collar,single,basic.9y,no,yes,no,False
35307,51,46-55,admin.,married,high.school,no,yes,yes,False
35308,21,18-25,student,single,university.degree,no,yes,no,False
35309,30,26-35,technician,married,basic.9y,no,yes,no,False
35310,47,46-55,technician,divorced,university.degree,no,no,no,False
35311,32,26-35,admin.,single,university.degree,no,no,no,False
35312,24,18-25,services,single,high.school,no,yes,yes,False
35313,23,18-25,technician,single,high.school,no,yes,no,False
35314,43,36-45,admin.,married,high.school,no,no,no,False
35315,35,26-35,blue-collar,married,basic.6y,no,no,no,False
35316,33,26-35,blue-collar,married,basic.6y,no,no,no,False
35317,50,46-55,blue-collar,married,basic.6y,no,yes,no,False
35318,27,26-35,blue-collar,single,basic.9y,no,yes,no,False
35319,41,36-45,admin.,single,high.school,no,yes,no,False
35320,41,36-45,blue-collar,single,basic.9y,no,no,no,False
35321,29,26-35,admin.,single,high.school,no,no,no,False
35322,34,26-35,admin.,single,university.degree,no,no,no,False
35323,32,26-35,admin.,single,university.degree,no,no,no,False
35324,37,36-45,technician,single,professional.course,no,yes,no,False
35325,38,36-45,entrepreneur,married,basic.9y,no,yes,yes,False
35326,32,26-35,self-employed,married,professional.course,no,no,yes,False
35327,37,36-45,management,married,university.degree,no,no,no,False
35328,47,46-55,blue-collar,married,high.school,no,yes,no,False
35329,26,26-35,entrepreneur,married,professional.course,no,no,no,False
35330,22,18-25,services,single,high.school,no,no,no,False
35331,33,26-35,blue-collar,divorced,basic.9y,no,yes,yes,False
35332,32,26-35,technician,single,professional.course,no,no,no,False
35333,34,26-35,technician,single,university.degree,no,no,no,False
35334,32,26-35,blue-collar,married,basic.9y,no,yes,no,False
35335,32,26-35,blue-collar,married,basic.9y,no,yes,yes,False
35336,26,26-35,technician,single,professional.course,no,no,no,False
35337,49,46-55,blue-collar,married,basic.9y,no,no,no,False
35338,52,46-55,self-employed,divorced,university.degree,no,yes,no,False
35339,37,36-45,admin.,single,high.school,no,no,yes,False
35340,32,26-35,blue-collar,single,basic.9y,no,yes,no,False
35341,32,26-35,self-employed,single,high.school,no,yes,yes,False
35342,30,26-35,blue-collar,single,basic.6y,no,no,no,False
35343,25,18-25,blue-collar,single,basic.9y,no,yes,no,False
35344,29,26-35,admin.,single,high.school,no,no,no,False
35345,57,55+,blue-collar,married,basic.9y,unknown,yes,no,True
35346,34,26-35,management,divorced,unknown,no,yes,no,True
35347,29,26-35,blue-collar,married,basic.6y,no,yes,no,False
35348,33,26-35,entrepreneur,married,university.degree,no,yes,no,False
35349,43,36-45,blue-collar,divorced,basic.9y,unknown,yes,yes,True
35350,23,18-25,blue-collar,single,basic.4y,no,yes,no,False
35351,24,18-25,services,single,basic.9y,no,yes,yes,False
35352,27,26-35,admin.,married,professional.course,no,yes,no,False
35353,29,26-35,blue-collar,divorced,basic.4y,no,yes,no,False
35354,23,18-25,blue-collar,single,professional.course,no,yes,no,False
35355,53,46-55,admin.,married,high.school,no,no,no,False
35356,43,36-45,admin.,married,high.school,no,yes,no,False
35357,34,26-35,blue-collar,single,basic.9y,no,no,no,False
